tag,selector,dataset,feature,importance
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,KG20C,synergy_weight_top5_mean,0.3413160063679665
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,KG20C,topk_rule_weight,0.3176319836473249
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,KG20C,effective_candidates,0.3410520099847087
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,WN18RR,synergy_weight_top5_mean,0.36436114100418454
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,WN18RR,topk_rule_weight,0.32273908561765713
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,WN18RR,effective_candidates,0.31289977337815833
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,YAGO3-10,synergy_weight_top5_mean,0.27141614208543424
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,YAGO3-10,topk_rule_weight,0.37086530133293943
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,YAGO3-10,effective_candidates,0.3577185565816263
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,codex-l,synergy_weight_top5_mean,0.35720901257250975
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,codex-l,topk_rule_weight,0.3331557580157933
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,codex-l,effective_candidates,0.30963522941169697
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,codex-m,synergy_weight_top5_mean,0.21050072429682293
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,codex-m,topk_rule_weight,0.39880958994753435
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,codex-m,effective_candidates,0.3906896857556428
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,hetionet,synergy_weight_top5_mean,0.5344653921209795
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,hetionet,topk_rule_weight,0.2369274835946018
balanced3_syn_topk_eff,balanced3_syn_topk_eff_rf,hetionet,effective_candidates,0.22860712428441862
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,FB15k-237,max_candidate_dep_score,0.4776948392879551
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,FB15k-237,topk_rule_weight,0.2561284756229561
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,FB15k-237,effective_candidates,0.2661766850890888
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,KG20C,max_candidate_dep_score,0.35550164402439993
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,KG20C,topk_rule_weight,0.32046046255299077
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,KG20C,effective_candidates,0.32403789342260936
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,WN18RR,max_candidate_dep_score,0.3926203074423367
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,WN18RR,topk_rule_weight,0.2997810127320202
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,WN18RR,effective_candidates,0.30759867982564304
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,YAGO3-10,max_candidate_dep_score,0.3715977951713822
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,YAGO3-10,topk_rule_weight,0.3085815233957467
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,YAGO3-10,effective_candidates,0.3198206814328711
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,codex-l,max_candidate_dep_score,0.31428093584043654
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,codex-l,topk_rule_weight,0.367084985106672
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,codex-l,effective_candidates,0.3186340790528915
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,codex-m,max_candidate_dep_score,0.18646454022111766
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,codex-m,topk_rule_weight,0.41696692696935594
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,codex-m,effective_candidates,0.39656853280952636
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,hetionet,max_candidate_dep_score,0.3820846960584276
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,hetionet,topk_rule_weight,0.2894534487298286
balanced3_max_topk_eff,balanced3_max_topk_eff_rf,hetionet,effective_candidates,0.3284618552117438
balanced2_syn_max,balanced2_syn_max_rf,FB15k-237,synergy_weight_top5_mean,0.489468261878613
balanced2_syn_max,balanced2_syn_max_rf,FB15k-237,max_candidate_dep_score,0.5105317381213871
balanced2_syn_max,balanced2_syn_max_rf,KG20C,synergy_weight_top5_mean,0.5187623119836368
balanced2_syn_max,balanced2_syn_max_rf,KG20C,max_candidate_dep_score,0.48123768801636324
balanced2_syn_max,balanced2_syn_max_rf,WN18RR,synergy_weight_top5_mean,0.45375221634467355
balanced2_syn_max,balanced2_syn_max_rf,WN18RR,max_candidate_dep_score,0.5462477836553266
balanced2_syn_max,balanced2_syn_max_rf,YAGO3-10,synergy_weight_top5_mean,0.4125451457526319
balanced2_syn_max,balanced2_syn_max_rf,YAGO3-10,max_candidate_dep_score,0.5874548542473682
balanced2_syn_max,balanced2_syn_max_rf,codex-l,synergy_weight_top5_mean,0.5743687962849368
balanced2_syn_max,balanced2_syn_max_rf,codex-l,max_candidate_dep_score,0.4256312037150633
balanced2_syn_max,balanced2_syn_max_rf,codex-m,synergy_weight_top5_mean,0.5594117611159922
balanced2_syn_max,balanced2_syn_max_rf,codex-m,max_candidate_dep_score,0.44058823888400783
balanced2_syn_max,balanced2_syn_max_rf,hetionet,synergy_weight_top5_mean,0.6839308939134078
balanced2_syn_max,balanced2_syn_max_rf,hetionet,max_candidate_dep_score,0.31606910608659217
balanced2_syn_topk,balanced2_syn_topk_rf,FB15k-237,synergy_weight_top5_mean,0.5648000044519255
balanced2_syn_topk,balanced2_syn_topk_rf,FB15k-237,topk_rule_weight,0.4351999955480746
balanced2_syn_topk,balanced2_syn_topk_rf,KG20C,synergy_weight_top5_mean,0.5045386263566042
balanced2_syn_topk,balanced2_syn_topk_rf,KG20C,topk_rule_weight,0.49546137364339576
balanced2_syn_topk,balanced2_syn_topk_rf,WN18RR,synergy_weight_top5_mean,0.4835528304092649
balanced2_syn_topk,balanced2_syn_topk_rf,WN18RR,topk_rule_weight,0.5164471695907351
balanced2_syn_topk,balanced2_syn_topk_rf,YAGO3-10,synergy_weight_top5_mean,0.4130300912051915
balanced2_syn_topk,balanced2_syn_topk_rf,YAGO3-10,topk_rule_weight,0.5869699087948085
balanced2_syn_topk,balanced2_syn_topk_rf,codex-l,synergy_weight_top5_mean,0.44959265937548865
balanced2_syn_topk,balanced2_syn_topk_rf,codex-l,topk_rule_weight,0.5504073406245114
balanced2_syn_topk,balanced2_syn_topk_rf,codex-m,synergy_weight_top5_mean,0.33399695295692444
balanced2_syn_topk,balanced2_syn_topk_rf,codex-m,topk_rule_weight,0.6660030470430757
balanced2_syn_topk,balanced2_syn_topk_rf,hetionet,synergy_weight_top5_mean,0.6318512620021207
balanced2_syn_topk,balanced2_syn_topk_rf,hetionet,topk_rule_weight,0.3681487379978793
balanced2_syn_eff,balanced2_syn_eff_rf,FB15k-237,synergy_weight_top5_mean,0.5417431032942608
balanced2_syn_eff,balanced2_syn_eff_rf,FB15k-237,effective_candidates,0.4582568967057393
balanced2_syn_eff,balanced2_syn_eff_rf,KG20C,synergy_weight_top5_mean,0.48809764296549607
balanced2_syn_eff,balanced2_syn_eff_rf,KG20C,effective_candidates,0.5119023570345039
balanced2_syn_eff,balanced2_syn_eff_rf,WN18RR,synergy_weight_top5_mean,0.5205500181725398
balanced2_syn_eff,balanced2_syn_eff_rf,WN18RR,effective_candidates,0.4794499818274603
balanced2_syn_eff,balanced2_syn_eff_rf,YAGO3-10,synergy_weight_top5_mean,0.4097794315973975
balanced2_syn_eff,balanced2_syn_eff_rf,YAGO3-10,effective_candidates,0.5902205684026025
balanced2_syn_eff,balanced2_syn_eff_rf,codex-l,synergy_weight_top5_mean,0.4798868536653062
balanced2_syn_eff,balanced2_syn_eff_rf,codex-l,effective_candidates,0.5201131463346939
balanced2_syn_eff,balanced2_syn_eff_rf,codex-m,synergy_weight_top5_mean,0.33470726906166676
balanced2_syn_eff,balanced2_syn_eff_rf,codex-m,effective_candidates,0.6652927309383332
balanced2_syn_eff,balanced2_syn_eff_rf,hetionet,synergy_weight_top5_mean,0.6425112535858384
balanced2_syn_eff,balanced2_syn_eff_rf,hetionet,effective_candidates,0.35748874641416173
balanced2_max_topk,balanced2_max_topk_rf,FB15k-237,max_candidate_dep_score,0.6162222657507337
balanced2_max_topk,balanced2_max_topk_rf,FB15k-237,topk_rule_weight,0.3837777342492663
balanced2_max_topk,balanced2_max_topk_rf,KG20C,max_candidate_dep_score,0.5164398349539768
balanced2_max_topk,balanced2_max_topk_rf,KG20C,topk_rule_weight,0.4835601650460232
balanced2_max_topk,balanced2_max_topk_rf,WN18RR,max_candidate_dep_score,0.5178906262812971
balanced2_max_topk,balanced2_max_topk_rf,WN18RR,topk_rule_weight,0.4821093737187028
balanced2_max_topk,balanced2_max_topk_rf,YAGO3-10,max_candidate_dep_score,0.5378863658552676
balanced2_max_topk,balanced2_max_topk_rf,YAGO3-10,topk_rule_weight,0.4621136341447324
balanced2_max_topk,balanced2_max_topk_rf,codex-l,max_candidate_dep_score,0.4021327216047035
balanced2_max_topk,balanced2_max_topk_rf,codex-l,topk_rule_weight,0.5978672783952966
balanced2_max_topk,balanced2_max_topk_rf,codex-m,max_candidate_dep_score,0.3152307473930482
balanced2_max_topk,balanced2_max_topk_rf,codex-m,topk_rule_weight,0.6847692526069518
balanced2_max_topk,balanced2_max_topk_rf,hetionet,max_candidate_dep_score,0.5509225644953967
balanced2_max_topk,balanced2_max_topk_rf,hetionet,topk_rule_weight,0.4490774355046034
balanced2_max_eff,balanced2_max_eff_rf,FB15k-237,max_candidate_dep_score,0.5980617980994611
balanced2_max_eff,balanced2_max_eff_rf,FB15k-237,effective_candidates,0.40193820190053886
balanced2_max_eff,balanced2_max_eff_rf,KG20C,max_candidate_dep_score,0.5184388125465719
balanced2_max_eff,balanced2_max_eff_rf,KG20C,effective_candidates,0.48156118745342813
balanced2_max_eff,balanced2_max_eff_rf,WN18RR,max_candidate_dep_score,0.5359968610714421
balanced2_max_eff,balanced2_max_eff_rf,WN18RR,effective_candidates,0.464003138928558
balanced2_max_eff,balanced2_max_eff_rf,YAGO3-10,max_candidate_dep_score,0.5127577164274275
balanced2_max_eff,balanced2_max_eff_rf,YAGO3-10,effective_candidates,0.48724228357257254
balanced2_max_eff,balanced2_max_eff_rf,codex-l,max_candidate_dep_score,0.4339021771163537
balanced2_max_eff,balanced2_max_eff_rf,codex-l,effective_candidates,0.5660978228836463
balanced2_max_eff,balanced2_max_eff_rf,codex-m,max_candidate_dep_score,0.3008120106542858
balanced2_max_eff,balanced2_max_eff_rf,codex-m,effective_candidates,0.6991879893457142
balanced2_max_eff,balanced2_max_eff_rf,hetionet,max_candidate_dep_score,0.5312628497454286
balanced2_max_eff,balanced2_max_eff_rf,hetionet,effective_candidates,0.46873715025457147
balanced2_topk_eff,balanced2_topk_eff_rf,FB15k-237,topk_rule_weight,0.4930311074539514
balanced2_topk_eff,balanced2_topk_eff_rf,FB15k-237,effective_candidates,0.5069688925460487
balanced2_topk_eff,balanced2_topk_eff_rf,KG20C,topk_rule_weight,0.46772146756613914
balanced2_topk_eff,balanced2_topk_eff_rf,KG20C,effective_candidates,0.5322785324338609
balanced2_topk_eff,balanced2_topk_eff_rf,WN18RR,topk_rule_weight,0.5196432543611886
balanced2_topk_eff,balanced2_topk_eff_rf,WN18RR,effective_candidates,0.4803567456388115
balanced2_topk_eff,balanced2_topk_eff_rf,YAGO3-10,topk_rule_weight,0.48940749693792884
balanced2_topk_eff,balanced2_topk_eff_rf,YAGO3-10,effective_candidates,0.5105925030620713
balanced2_topk_eff,balanced2_topk_eff_rf,codex-l,topk_rule_weight,0.5197082780964771
balanced2_topk_eff,balanced2_topk_eff_rf,codex-l,effective_candidates,0.480291721903523
balanced2_topk_eff,balanced2_topk_eff_rf,codex-m,topk_rule_weight,0.5034026079667108
balanced2_topk_eff,balanced2_topk_eff_rf,codex-m,effective_candidates,0.49659739203328923
balanced2_topk_eff,balanced2_topk_eff_rf,hetionet,topk_rule_weight,0.4799491297608764
balanced2_topk_eff,balanced2_topk_eff_rf,hetionet,effective_candidates,0.5200508702391237
balanced1_syn,balanced1_syn_rf,FB15k-237,synergy_weight_top5_mean,1.0
balanced1_syn,balanced1_syn_rf,KG20C,synergy_weight_top5_mean,1.0
balanced1_syn,balanced1_syn_rf,WN18RR,synergy_weight_top5_mean,1.0
balanced1_syn,balanced1_syn_rf,YAGO3-10,synergy_weight_top5_mean,1.0
balanced1_syn,balanced1_syn_rf,codex-l,synergy_weight_top5_mean,1.0
balanced1_syn,balanced1_syn_rf,codex-m,synergy_weight_top5_mean,1.0
balanced1_syn,balanced1_syn_rf,hetionet,synergy_weight_top5_mean,1.0
balanced1_max,balanced1_max_rf,FB15k-237,max_candidate_dep_score,1.0
balanced1_max,balanced1_max_rf,KG20C,max_candidate_dep_score,1.0
balanced1_max,balanced1_max_rf,WN18RR,max_candidate_dep_score,1.0
balanced1_max,balanced1_max_rf,YAGO3-10,max_candidate_dep_score,1.0
balanced1_max,balanced1_max_rf,codex-l,max_candidate_dep_score,1.0
balanced1_max,balanced1_max_rf,codex-m,max_candidate_dep_score,1.0
balanced1_max,balanced1_max_rf,hetionet,max_candidate_dep_score,1.0
balanced1_topk,balanced1_topk_rf,FB15k-237,topk_rule_weight,1.0
balanced1_topk,balanced1_topk_rf,KG20C,topk_rule_weight,1.0
balanced1_topk,balanced1_topk_rf,WN18RR,topk_rule_weight,1.0
balanced1_topk,balanced1_topk_rf,YAGO3-10,topk_rule_weight,1.0
balanced1_topk,balanced1_topk_rf,codex-l,topk_rule_weight,1.0
balanced1_topk,balanced1_topk_rf,codex-m,topk_rule_weight,1.0
balanced1_topk,balanced1_topk_rf,hetionet,topk_rule_weight,1.0
balanced1_eff,balanced1_eff_rf,FB15k-237,effective_candidates,1.0
balanced1_eff,balanced1_eff_rf,KG20C,effective_candidates,1.0
balanced1_eff,balanced1_eff_rf,WN18RR,effective_candidates,1.0
balanced1_eff,balanced1_eff_rf,YAGO3-10,effective_candidates,1.0
balanced1_eff,balanced1_eff_rf,codex-l,effective_candidates,1.0
balanced1_eff,balanced1_eff_rf,codex-m,effective_candidates,1.0
balanced1_eff,balanced1_eff_rf,hetionet,effective_candidates,1.0
balanced4_syn_max_topk_eff,balanced4_syn_max_topk_eff_global_rf,global,synergy_weight_top5_mean,0.4867552140732879
balanced4_syn_max_topk_eff,balanced4_syn_max_topk_eff_global_rf,global,max_candidate_dep_score,0.14241985902555906
balanced4_syn_max_topk_eff,balanced4_syn_max_topk_eff_global_rf,global,topk_rule_weight,0.1897965241350769
balanced4_syn_max_topk_eff,balanced4_syn_max_topk_eff_global_rf,global,effective_candidates,0.18102840276607607
balanced3_syn_max_topk,balanced3_syn_max_topk_global_rf,global,synergy_weight_top5_mean,0.5742165675462356
balanced3_syn_max_topk,balanced3_syn_max_topk_global_rf,global,max_candidate_dep_score,0.19983910116504897
balanced3_syn_max_topk,balanced3_syn_max_topk_global_rf,global,topk_rule_weight,0.22594433128871544
balanced3_syn_max_eff,balanced3_syn_max_eff_global_rf,global,synergy_weight_top5_mean,0.5632095164167894
balanced3_syn_max_eff,balanced3_syn_max_eff_global_rf,global,max_candidate_dep_score,0.20294849740021803
balanced3_syn_max_eff,balanced3_syn_max_eff_global_rf,global,effective_candidates,0.23384198618299243
balanced3_syn_topk_eff,balanced3_syn_topk_eff_global_rf,global,synergy_weight_top5_mean,0.5954452979351958
balanced3_syn_topk_eff,balanced3_syn_topk_eff_global_rf,global,topk_rule_weight,0.20446987918367063
balanced3_syn_topk_eff,balanced3_syn_topk_eff_global_rf,global,effective_candidates,0.20008482288113347
balanced3_max_topk_eff,balanced3_max_topk_eff_global_rf,global,max_candidate_dep_score,0.4211475916229225
balanced3_max_topk_eff,balanced3_max_topk_eff_global_rf,global,topk_rule_weight,0.26634430832047395
balanced3_max_topk_eff,balanced3_max_topk_eff_global_rf,global,effective_candidates,0.31250810005660357
balanced2_syn_max,balanced2_syn_max_global_rf,global,synergy_weight_top5_mean,0.705576159291707
balanced2_syn_max,balanced2_syn_max_global_rf,global,max_candidate_dep_score,0.29442384070829286
balanced2_syn_topk,balanced2_syn_topk_global_rf,global,synergy_weight_top5_mean,0.7106392530747364
balanced2_syn_topk,balanced2_syn_topk_global_rf,global,topk_rule_weight,0.28936074692526365
balanced2_syn_eff,balanced2_syn_eff_global_rf,global,synergy_weight_top5_mean,0.6926486981594774
balanced2_syn_eff,balanced2_syn_eff_global_rf,global,effective_candidates,0.3073513018405226
balanced2_max_topk,balanced2_max_topk_global_rf,global,max_candidate_dep_score,0.5959993076518094
balanced2_max_topk,balanced2_max_topk_global_rf,global,topk_rule_weight,0.4040006923481906
balanced2_max_eff,balanced2_max_eff_global_rf,global,max_candidate_dep_score,0.5377311486883475
balanced2_max_eff,balanced2_max_eff_global_rf,global,effective_candidates,0.4622688513116525
balanced2_topk_eff,balanced2_topk_eff_global_rf,global,topk_rule_weight,0.4770332969699814
balanced2_topk_eff,balanced2_topk_eff_global_rf,global,effective_candidates,0.5229667030300187
balanced1_syn,balanced1_syn_global_rf,global,synergy_weight_top5_mean,1.0
balanced1_max,balanced1_max_global_rf,global,max_candidate_dep_score,1.0
balanced1_topk,balanced1_topk_global_rf,global,topk_rule_weight,1.0
balanced1_eff,balanced1_eff_global_rf,global,effective_candidates,1.0
